"HH","intercept","hvy_traf_ld_50","mjr_rd_len_25","rd_len_1000","rd_len_5000","pval","r2"
1,17.7934494648827,9.0950089286317e-06,0.0738203140365766,7.29558469887226e-05,4.98287135959663e-06,0.0597208950737974,0.592951944716302
2,17.4453909565623,7.27193250730891e-06,0.0479358714829364,6.57960300247562e-05,5.53737346476826e-06,0.128207931121003,0.531598466106232
3,17.044955337325,4.99141359512888e-06,0.0429459436612134,5.30234996457816e-05,5.83799228161857e-06,0.297032071535067,0.476541013552624
4,16.3548409831287,5.24064807030527e-06,0.0524724926042601,2.36905393859473e-05,7.09913112792095e-06,0.240212865326869,0.504479792341766
5,15.9999247077633,4.97288108703466e-06,0.0468901474601355,2.53029818556983e-05,7.53605539935637e-06,0.283266599504908,0.491027273988606
6,16.2230076489553,7.78374858484158e-06,0.0408052590220778,3.01199244322005e-05,8.13502918705486e-06,0.102492583425536,0.52601284603829
7,16.125128177172,7.30704775000492e-06,0.0500422281280853,5.20084475323389e-05,7.98242689047049e-06,0.114527879252228,0.597959085963825
8,15.8795685547255,5.56512339704859e-06,0.0593997983743609,6.35847122941474e-05,6.97157228861947e-06,0.17350423564075,0.654390802293253
9,14.6981219293432,6.30409788041071e-06,0.0698101554362991,5.82809512306537e-05,6.63410281802164e-06,0.0944410913203241,0.694628713008559
10,13.297578378681,7.01181841744944e-06,0.0833008569744367,6.94140881916444e-05,4.58928333422982e-06,0.0488301650123143,0.717013809271514
11,11.9800071036028,7.07277640230949e-06,0.0948143483381724,9.04329932621364e-05,2.10368487853848e-06,0.0358171481162442,0.738796523525282
12,10.4770857545322,9.01151417188379e-06,0.106888338568292,0.000113511421041252,4.19379023814055e-07,0.00818427861218324,0.770982368610755
13,9.2019317456605,9.49102011724993e-06,0.118044813652249,0.000120840468356935,2.5705452632479e-07,0.00982139381404543,0.767525885836366
14,8.71945337253078,9.38556283477681e-06,0.130387267058817,0.000120227104469705,-3.49507310530963e-07,0.0081701188898176,0.785529409259344
15,8.07770378538456,1.07359037990704e-05,0.131620628880647,0.000121838946382596,-2.16847785699358e-07,0.00219304626531114,0.805289166267729
16,7.97804842817013,1.23350810082534e-05,0.123021808645517,0.000136627464070256,-5.34930550687693e-07,0.000673594309423281,0.807430026315507
17,8.47869570622268,1.39626961926592e-05,0.123345598838992,0.000161973689990072,-1.85773557707368e-06,0.00047488106898736,0.793966194867267
18,9.01508452136195,1.48325055532267e-05,0.119061306624761,0.000130322384347767,5.39866763369707e-07,9.74721723450839e-05,0.8135387215066
19,10.6771026896722,1.24336603568915e-05,0.112942323700125,0.00012361192383687,2.18162739084414e-06,0.00245732619741335,0.774432988524036
20,13.9700298859511,1.12222331715039e-05,0.123912585922318,0.000184981247966293,1.03911501939033e-06,0.0202727015682473,0.76489794872057
21,15.4750210969042,1.00829221335114e-05,0.106726144515822,0.000214041313535791,2.10956636476814e-06,0.0686498407378087,0.734526923439575
22,16.3667479725834,9.65416867774162e-06,0.109265734577349,0.000195091159504091,3.00688548957971e-06,0.0871218995593731,0.71898524739384
23,16.5008407558764,9.23309441680307e-06,0.113892848047451,0.000137728551482908,5.81174873928346e-06,0.0851432560780467,0.71906737622443
24,15.8096485515963,8.67868041786463e-06,0.0929654952388923,6.13625153600324e-05,1.00345778620916e-05,0.0892595104948022,0.689223554419791
