9.166666666666666297e-01,1.318094572371548345e+01,1.042017505655335977e-05,4.095638155483582316e-02,6.537224021007009345e-05,7.400349145450992506e-06,1.191927386469679613e-02,6.860973372040420903e-01
1.833333333333333259e+00,1.298097556592988333e+01,8.626198280522573799e-06,2.753249433514262656e-02,4.345926107585562810e-05,7.581322134736505080e-06,2.314189162054931456e-02,6.580747712066098432e-01
2.750000000000000000e+00,1.264868068233038478e+01,7.007058414941732425e-06,1.943814323171350056e-02,3.130061332730754280e-05,7.445294306440457969e-06,5.594222869131813131e-02,6.154702932185786013e-01
3.666666666666666519e+00,1.217740964319515307e+01,6.523310925696809542e-06,1.906665441108720133e-02,1.483823702382214354e-05,8.020052271540760086e-06,5.870898430098392407e-02,5.992403922960733986e-01
4.583333333333333037e+00,1.186326937741973531e+01,7.161141094735520343e-06,1.699155963160342911e-02,1.257533880602661045e-05,8.001119037387401380e-06,5.230003717232160204e-02,5.855537465830732424e-01
5.500000000000000000e+00,1.177526937655706263e+01,8.100339418514357183e-06,2.183524822209756064e-02,1.188185503003187410e-05,8.101066264223841850e-06,2.964745549055804175e-02,5.982356858481271411e-01
6.416666666666666963e+00,1.186439244678066807e+01,8.019086543175641608e-06,3.168024832928154066e-02,1.976959099858469938e-05,7.649273797973794287e-06,2.998605651954100101e-02,6.180373265561849294e-01
7.333333333333333037e+00,1.172842625033133324e+01,8.003930006474001689e-06,3.671338912073023736e-02,2.897318213724040125e-05,7.302081626639769900e-06,3.142047358845965338e-02,6.457074711720808269e-01
8.250000000000000000e+00,1.121845613723940005e+01,8.408796960854301178e-06,4.531564200977281770e-02,4.085244832006778415e-05,6.623811737906364766e-06,2.180338622782720601e-02,6.938757821512959723e-01
9.166666666666666075e+00,1.055572974023231936e+01,9.140494758970328572e-06,5.547056077742893582e-02,4.938590483090881642e-05,5.417435182460995077e-06,1.036747152724586118e-02,7.222975522502044221e-01
1.008333333333333393e+01,9.731527888828736650e+00,9.968793655684509051e-06,6.623399722994254002e-02,6.390222261808696828e-05,3.875942353102416689e-06,4.099990724238282598e-03,7.477502936430667768e-01
1.100000000000000000e+01,8.765121222823905711e+00,1.055109115628906797e-05,7.678136387150914788e-02,7.783676727783206807e-05,2.774798363356197454e-06,1.973705987288043497e-03,7.691648395942850547e-01
1.191666666666666607e+01,8.007927183540621385e+00,1.105248640886516653e-05,8.736751232408636325e-02,8.857206569968014418e-05,2.033965177892419218e-06,1.385994094676050404e-03,7.801803186807162449e-01
1.283333333333333393e+01,7.523288197474630401e+00,1.132897248522291483e-05,9.418820410820678835e-02,9.738976261080672372e-05,1.694846973200098290e-06,1.031664276444750833e-03,7.823921573929423223e-01
1.375000000000000000e+01,7.241488938872335801e+00,1.157746745455133248e-05,9.463816300966898520e-02,1.032857382524903471e-04,1.777668439647363046e-06,6.802721422555221354e-04,7.788105401086241608e-01
1.466666666666666607e+01,7.360881160519705979e+00,1.232792430868954987e-05,9.503060183652704829e-02,1.090866855671268637e-04,1.902817308562791683e-06,8.093553305445148199e-04,7.801111629599654096e-01
1.558333333333333393e+01,7.841839341572799604e+00,1.320265085716503649e-05,9.592655554220579084e-02,1.209999360843911378e-04,2.141600104982896099e-06,7.314292038335391518e-04,7.808340094645042084e-01
1.650000000000000000e+01,8.539810733513503394e+00,1.392674881462159877e-05,8.762553063323562375e-02,1.110023332656479532e-04,4.014589255028920407e-06,3.694860746423797126e-04,7.820145509915187310e-01
1.741666666666666785e+01,9.602260491543979981e+00,1.328704531321314436e-05,7.996251998586101362e-02,1.123172869721321220e-04,4.999232336560598502e-06,1.611974949676010967e-03,7.607880424605039105e-01
1.833333333333333215e+01,1.080675978899666667e+01,1.298889906655534197e-05,7.854216034540112412e-02,1.212417944459502687e-04,5.415584114181271032e-06,4.734643526839132401e-03,7.463223973149313295e-01
1.925000000000000000e+01,1.156888017117636558e+01,1.269624663195236398e-05,7.607900057882048539e-02,1.186819933569373671e-04,6.318636786827842761e-06,8.405802739205844518e-03,7.455667734302996452e-01
2.016666666666666785e+01,1.181456604341573957e+01,1.283331109293825037e-05,7.136410173237615895e-02,1.032665270799899208e-04,7.531185028618741790e-06,8.626770492407188559e-03,7.490747692194302809e-01
2.108333333333333215e+01,1.162166780742532701e+01,1.217065650505841762e-05,6.601208780042018553e-02,7.797559485051511619e-05,8.856061136419234991e-06,9.166609515938341571e-03,7.469064205679011303e-01
2.200000000000000000e+01,1.147094316001023806e+01,1.069952815683629836e-05,5.902749415447557796e-02,6.325666254371698426e-05,8.898588305525822863e-06,1.109872375445596776e-02,7.342113099360011441e-01
