"HH","intercept","hvy_traf_ld_50","mjr_rd_len_25","rd_len_1000","rd_len_5000","pval","r2"
1,10.78815448269,1.6087524777672e-05,0.047405506154053,8.7543104589142e-05,7.19769145645871e-06,0.000161529202744179,0.757447814410033
2,11.6067605301667,1.24765001947681e-05,0.0323947367291594,4.52515470769107e-05,7.59072735608902e-06,0.000667898010776906,0.714038322418443
3,11.7235455884473,1.02235279428346e-05,0.0226642339294426,4.91796793496138e-05,6.24551268444359e-06,0.00344981181232908,0.661198616600082
4,11.2820017498151,9.42130388574291e-06,0.0236611262903396,2.52742458289521e-05,7.19609840343403e-06,0.00719378031199682,0.625618922066789
5,11.0134608092297,1.0630421017143e-05,0.0194751708279674,2.59843758684111e-05,7.63270958135131e-06,0.00366997355470929,0.630806089314169
6,10.9071557422029,1.07367216945104e-05,0.0375180037553961,6.29776640720618e-06,8.66248046194529e-06,0.0022262041856509,0.675627035015725
7,10.6670789081366,1.09651754274206e-05,0.0465944387368035,2.9382513843061e-05,6.43071129169807e-06,0.000843037943381209,0.708240344181617
8,9.74841377142602,1.03689370055089e-05,0.0415418013717551,3.56477347244639e-05,6.273398006362e-06,0.000974217634957254,0.719424779350378
9,8.95073838900165,1.13984827398523e-05,0.0475086461370033,6.04643828144339e-05,4.4243057518842e-06,8.40106977356596e-05,0.777017287638435
10,8.09352200212339,1.39818596350669e-05,0.0675748475187126,6.96431160024227e-05,2.5059723419472e-06,2.38643858766281e-07,0.841000785072424
11,7.07857478817698,1.51685782915603e-05,0.0756991922930798,8.77519190247541e-05,1.19377618576954e-06,8.91986822762858e-08,0.847879685632832
12,5.9071669926043,1.6143960299985e-05,0.0881289471507454,0.000101195262275081,5.89742730428035e-07,1.52046194571623e-07,0.847340309582078
13,4.96470856053053,1.80387472755097e-05,0.092224446076926,0.000106979015517625,5.82033408038529e-07,3.97548064022934e-09,0.876162878575174
14,4.43419033338574,1.78281319877245e-05,0.0910374819632313,0.000111178080669905,1.12546928599905e-06,4.48106024841956e-08,0.861119765461884
15,4.22163230238238,1.76703362459457e-05,0.0902094678260415,0.000122577843190068,3.84699712134997e-07,5.40256198119065e-08,0.861262492486684
16,4.23201693519238,1.88462461522738e-05,0.0930931637845652,0.000113318574114957,8.39879783340463e-07,9.87452233089392e-09,0.868334599666059
17,4.28814821422053,1.988361702743e-05,0.0904029269393415,0.000132633022103607,5.69044802074481e-08,1.3565255545908e-08,0.861172611251485
18,4.47526025094107,1.91922962684514e-05,0.0847406876318963,0.000111797150978667,1.29399147557171e-06,3.14281091663905e-09,0.873722174401694
19,5.11191938460499,1.83490674166701e-05,0.081281519349797,0.000129047061838045,8.48186254711828e-07,1.20939202133456e-08,0.873443084868237
20,6.05710579085426,1.90795120801886e-05,0.0874937894468382,0.00012069705655645,2.38837266929313e-06,6.3592925898386e-08,0.862650480681763
21,7.47796729391335,2.13664286321301e-05,0.083406039181164,0.00012716083568683,4.11730333832534e-06,3.87968661803344e-07,0.838529968536087
22,8.29073883422514,2.01959894644114e-05,0.0849655730968383,0.000103318275585774,8.5606004929098e-06,9.52693802859802e-06,0.828829277502444
23,8.23794039790058,2.02338917719713e-05,0.0871640319673819,8.23308899973721e-05,1.12552339209964e-05,3.07422293215743e-06,0.858511466742582
24,8.613416112382,1.65859244128301e-05,0.0763927470292805,9.44477790362868e-05,1.01406103673178e-05,0.000101691620174824,0.832098224140518
