"HH","intercept","hvy_traf_ld_50","mjr_rd_len_25","rd_len_1000","rd_len_5000","pval","r2"
1,17.3445028582535,1.12829410987798e-05,0.0221835770332067,4.35437163819999e-05,8.88403363762394e-06,0.00037529576521643,0.77780737103508
2,16.8550712802886,8.8929045065912e-06,0.0217007513147114,2.48804777900813e-05,8.61532198567602e-06,0.00147705660482043,0.763948814218802
3,16.3219631175369,6.71943618574385e-06,0.0158564966111636,2.57601381866239e-06,8.94916193632966e-06,0.0127973072260613,0.705982064052785
4,15.5889951557936,5.92867303748226e-06,0.0147541660423755,-1.21833934735455e-05,9.57544374535126e-06,0.0317464469516098,0.669530202744992
5,15.4278029664443,5.97609411104745e-06,0.0141029116692732,-1.85145127072664e-05,8.97226085481446e-06,0.0320033194739205,0.619483829604244
6,14.7287448087367,7.02497268270192e-06,0.0146779055130011,-2.08539967110503e-05,9.13744596214047e-06,0.0198822035325137,0.598781052934387
7,14.1860098509928,7.90044585869973e-06,0.0188051339902091,-1.73825875233082e-05,9.54314953475472e-06,0.00856761091962891,0.650909466017424
8,14.3083642671385,8.05666979134404e-06,0.027250862216025,-1.67225694001878e-05,1.03702131922321e-05,0.0127309320627835,0.665720286408406
9,14.1512327524554,9.3306592294217e-06,0.0423139675367797,-9.59068016032137e-06,1.07363563682549e-05,0.00465214048715652,0.723335970320279
10,13.6584228106141,1.14365649660367e-05,0.0530787671370948,9.7616114016279e-06,9.9584897187982e-06,0.000306445652077022,0.789821355478428
11,13.1957171400309,1.27560954226628e-05,0.0588042171839127,4.50795296962001e-05,7.33341982616441e-06,3.63880684947915e-05,0.816623768621189
12,12.6581742168451,1.38600964797794e-05,0.0738397925677263,6.01555098981671e-05,5.67003743296794e-06,1.99996853833331e-06,0.85378213957425
13,12.1977576896293,1.47750755387146e-05,0.07992906045702,8.12111517135754e-05,3.80410459880374e-06,1.22965235810454e-07,0.877195309209895
14,11.6123091451499,1.5148743321536e-05,0.0982872725088445,9.15012368261339e-05,3.75265895443577e-06,4.08018556493461e-08,0.901978698393937
15,11.4834731140318,1.46845577242753e-05,0.100426044443588,0.000100901636256527,4.24158573182629e-06,1.09582093820689e-06,0.886760590396738
16,12.0409457009197,1.45530866965257e-05,0.102920608599382,9.95182968802045e-05,5.55308351834666e-06,2.43540240847938e-06,0.890909013929207
17,13.2743312588149,1.46404351092671e-05,0.094442176229757,0.000129350441812068,6.11082643195615e-06,3.31895288420166e-06,0.902907018979207
18,14.6047005631556,1.62478867434784e-05,0.0773805398260974,0.000119308289194688,8.88199123196499e-06,3.30102363501845e-06,0.893589320972613
19,15.1254443467177,1.48734824693561e-05,0.0559639552825367,0.000102865782042394,9.84553511559696e-06,2.14227759175352e-05,0.873177363747093
20,15.4564829539981,1.40252500723544e-05,0.050659115851851,7.35436537586853e-05,1.0669155619124e-05,0.000114825615925075,0.83981253015516
21,15.8162169885619,1.26970601632218e-05,0.0485333863212649,8.41015780456587e-05,9.19082116586362e-06,0.000157280070563729,0.845245090302407
22,15.9570559762632,1.1385464273307e-05,0.0413280468074436,7.43403394863861e-05,8.89518825161416e-06,0.000277877661545271,0.839314702663056
23,15.3681360509056,1.04535378549972e-05,0.0339715794052717,6.13582236977976e-05,9.04137121595152e-06,0.00038692879238904,0.834210008232722
24,15.1359219654387,9.46228876844074e-06,0.0375505805849114,4.99174183708199e-05,8.78956626265569e-06,0.000444987697639952,0.840599236135004
