9.166666666666666297e-01,1.417544456143303044e+01,8.820072885262870166e-06,1.730700249700716994e-02,2.885133123734427731e-05,8.226192524884483339e-06,3.112283085486698339e-02,6.239063734274153949e-01
1.833333333333333259e+00,1.401630788376406933e+01,7.793383642169769495e-06,3.955620365395193239e-03,2.002198761101422334e-05,7.694028265924605795e-06,3.309155176890917621e-02,5.749144901744595026e-01
2.750000000000000000e+00,1.365493859728893078e+01,7.111800762151120254e-06,8.603564731655425008e-04,1.216421829905422698e-05,7.483609640670130162e-06,4.423917978156050035e-02,5.428562116952814209e-01
3.666666666666666519e+00,1.341735921427010148e+01,8.078989911992967828e-06,3.264565027604642618e-03,1.097053670614893655e-05,7.490933708712425457e-06,3.196275171368571921e-02,5.536044693065672595e-01
4.583333333333333037e+00,1.377207217227866920e+01,1.212755765501462992e-05,1.902178975114685033e-02,2.897846687859508634e-05,7.354363906164697497e-06,1.054659345136524894e-02,6.041520752668796401e-01
5.500000000000000000e+00,1.455805514978371917e+01,1.973735332619421068e-05,5.685504709731792339e-02,7.494724408034195596e-05,8.150758909235685941e-06,7.441818588567695666e-04,7.061204421280685706e-01
6.416666666666666963e+00,1.595480420125962162e+01,2.141575374780276705e-05,1.019909896862029042e-01,1.123127098741679705e-04,1.017134939905776476e-05,1.058978920000569349e-03,7.721244139548825158e-01
7.333333333333333037e+00,1.689502595434746723e+01,1.907861097467119141e-05,1.215965986414624805e-01,1.233544976611266350e-04,1.143458358288085976e-05,2.981369500887493581e-03,7.981782968399434575e-01
8.250000000000000000e+00,1.698083876185119934e+01,1.763128020613341664e-05,1.130895055883336248e-01,1.274274619214675727e-04,9.578989726168868194e-06,1.460329682433866155e-03,7.962390175742951604e-01
9.166666666666666075e+00,1.620974956354224972e+01,1.701624885701497926e-05,1.060280908759496515e-01,1.367342162870187133e-04,6.318366385380236339e-06,1.157220484703032088e-03,7.863030243792029639e-01
1.008333333333333393e+01,1.495520830527103406e+01,1.663885071544038270e-05,1.025499307727821413e-01,1.442035876450849924e-04,3.974299932309337674e-06,8.263061628668281642e-04,7.816318502277805891e-01
1.100000000000000000e+01,1.352053887963195500e+01,1.635483094926098104e-05,1.041823840123909800e-01,1.462335351969833912e-04,2.730654926345065697e-06,5.090710082490636961e-04,7.841016725661283937e-01
1.191666666666666607e+01,1.256785446909287707e+01,1.650725883670671652e-05,1.109411481516249243e-01,1.558037989064557595e-04,1.395157296636677072e-06,2.516021871659003127e-04,7.887207279908649005e-01
1.283333333333333393e+01,1.201364042735647075e+01,1.694870045105167756e-05,1.164174930706370209e-01,1.648383220150836752e-04,9.577001237745644899e-07,3.474075945838290473e-04,7.901493311622874716e-01
1.375000000000000000e+01,1.192238687878093550e+01,1.820199126683062660e-05,1.228401801194551335e-01,1.713713931168500768e-04,1.024331670689276645e-06,3.442665009462943476e-04,7.897827766185417930e-01
1.466666666666666607e+01,1.244846612136817043e+01,1.842130964288163272e-05,1.254287899845518417e-01,1.763882785049180810e-04,1.125738951102223775e-06,9.260947663065491678e-04,7.748350118404762066e-01
1.558333333333333393e+01,1.319368780943438857e+01,1.829254877937892422e-05,1.178084434455803214e-01,1.664337105828027059e-04,2.685945403903957837e-06,7.977254719470963087e-04,7.646897138407443562e-01
1.650000000000000000e+01,1.414777663654544426e+01,1.829842116813648213e-05,1.056178034572417962e-01,1.521863192062003272e-04,4.098305909277819553e-06,2.424364984300384342e-04,7.763190197070891641e-01
1.741666666666666785e+01,1.528356422630491807e+01,1.743845043458220934e-05,8.845491438400714113e-02,1.482580908175115946e-04,4.689957053179099135e-06,3.641426175086147961e-04,7.620869487818274779e-01
1.833333333333333215e+01,1.624461987274878183e+01,1.537014042310071583e-05,6.911639212102470287e-02,1.478108704017067196e-04,5.462327862239904133e-06,1.666978973238120686e-03,7.336632109462003504e-01
1.925000000000000000e+01,1.676991069959404967e+01,1.473868336197159011e-05,5.380105358787277275e-02,1.435974130757304145e-04,6.277602177689021915e-06,3.140980220358869854e-03,7.206193882886068325e-01
2.016666666666666785e+01,1.675890987476115512e+01,1.420394966016928187e-05,4.982301728609401376e-02,1.246371965677251566e-04,7.164679336760282153e-06,3.197648566832930403e-03,7.244299337801279881e-01
2.108333333333333215e+01,1.620424578293395967e+01,1.299777404068101549e-05,4.364932093630541354e-02,9.812809834658220009e-05,8.119623860319252531e-06,5.378276284688707047e-03,7.240115438183329921e-01
2.200000000000000000e+01,1.569281031832733397e+01,1.203148543447485622e-05,3.382973510893764330e-02,7.141894207360163685e-05,8.631579806525036219e-06,7.796356158610039111e-03,7.097773252689997259e-01
